광역지역,세부지역,관광지명,링크,설명,분류
지역 미상,세부 지역 미상,그래픽,https://data.visitkorea.or.kr/page/3082679,"그래픽은 만화를 사랑하는 사람들을 위해 만들어진 곳으로, 만화책과 그래픽노블, 아트북만을 취급하는 서점이다. 이곳은 더 많은 사람들이 만화를 좋아하고, 더 깊이 파고들 수 있게 돕는 것이 목표이다. 고가의 아트북, 절판된 만화 등 쉽게 접하기 어려운 책들을 포함 모든 책의 내용을 볼 수 있으며, 공항 라운지처럼 편하고 쾌적한 공간으로 구성되어 있다. 그리고 좋은 작품들을 발굴하고 소개함으로써, 만화가 소설이나 영화보다 낮은 형태의 예술이 아니라는 것을 많은 사람들에게 공유하고 있다. 그래픽은 만화책과 페어링 될 수 있는 모든 요소들도 갖추고 있다. 대형 빈티지 오디오에서 흘러나오는 엄선된 플레이리스트와 성인들을 위한 맥주, 칵테일, 위스키, 와인 등 다양한 주류 겸비하고 있다. 만화를 좋아하는 사람들에게 그래픽이 행복하고 신나는 곳이 되길 지향한다. ※ 입장권 20,000원 (성인만 출입 가능)",Place
지역 미상,세부 지역 미상,화인당,https://data.visitkorea.or.kr/page/3082523,"호수 송지호에서 500m쯤 가면 나오는 왕곡마을엔 150여 년 된 전통가옥 50여 가구가 있다. 마을 전체가 문화제로 지정되어 있고 한국에서 유일하게 북방식 전통가옥이 모인 곳이다. 이 중 마당에 접시꽃 흐드러진 방 두 개짜리 한옥이 [화인당] 게스트하우스다. [작은상나말집]이라 불린 외갓집이었던 이 한옥을 [화인당]이라 이름 붙인 후손이 화인당 대표 김다인 씨다. 집안에 부엌과 외양간이 공존하는 ㄱ자 모양의 독특한 구조는 그대로 유지하면서 한옥체험 민박을 운영하고 있다. 집안은 젊은 감성으로 채워져 있고, 현대식 화장실 겸 욕실은 외부에 따로 있어요.",Accommodation
경기도,가평시,아마란스리조트,https://data.visitkorea.or.kr/page/3083285,"맑은 북한강이 흐르고 아름다운 산이 있는 수상레저의 메카 가평에 위치한 아마란스 리조트는 재미있는 수상레저와 아늑하고 깔끔한 펜션이 있는 곳이고 펜션 근처에는 캠핑할 수 있는 곳도 있다. 펜션과 연계하여 수상스키, 웨이크 보드 등의 강습을 즐겁게 배울 수 있고 각종 놀이 기구도 신나게 탈 수 있다. 규모가 크지는 않지만 물놀이나 수상스포츠 활동 후 쉬면서 여유 있게 주변 풍경도 감상하며 에너지를 충전할 수 있는 곳이다. 펜션에서의 리버뷰는 감탄할 만하며 바비큐나 음식을 조리하는 공간이 비교적 넓어 친구들이나 단체로 와서 숙박과 물놀이를 함께 해결할 수 있다. 선착장 2층에는 썬 베드가 있어서 태닝 하기에도 좋다.",Accommodation
지역 미상,세부 지역 미상,르꼬끄 nc신구로,https://data.visitkorea.or.kr/page/3106137,-,Place
경상북도,보은시,장계향문화체험교육원,https://data.visitkorea.or.kr/page/2598962,"경상북도 영양군 두들마을에 위치한 장계향문화체험교육원은 조선시대 광제원이 있던 곳으로, 장계향 선생의 정신과 업적을 기리고 교육하는 공간이다. 전통한옥체험, 음식디미방 아카데미, 예절 아카데미, 조리체험, 전통음식맛보기체험 프로그램 등을 제공한다. 숙박은 홍도관, 보은재, 명서재, 남악재에서 할 수 있고, 객실은 방, 거실, 화장실, 마루로 구성되어 있어 있다. 따뜻한 온돌방과 깨끗한 침구류가 포근한 휴식을 선물한다.",Restaurant
서울특별시,세부 지역 미상,하노크북촌,https://data.visitkorea.or.kr/page/2587846,"서울 북촌에 자리한 하노크북촌은 1930년대에 지어진 한옥 안에 디자인 가구와 조명으로 현대적이면서도 절제된 감각의 인터리어를 가미한 독채 한옥스테이다. 실내에는 간단한 조리와 다이닝을 즐기기에 좋은 부엌, 차와 커피를 즐기며 휴식을 취할 수 있는 거실, 아늑한 분위기의 침실, 현대적으로 갖춰진 화장실이 있고, 야외에는 중정이 있다. 툇마루에 앉아 바라보는 밤 하늘의 풍경이 더할나위 없이 운치있고 사색의 묘미를 가져다준다.",Place
전라북도,세부 지역 미상,자하연,https://data.visitkorea.or.kr/page/3102211,"하연은 전주 객리단길에 위치해있다. 숙소 근처 예쁜 식당과 카페들을 도보로 이용할 수 있다. 한옥 자쿠지에서 일상의 피로 회복과 정원의 야경을 즐길 수 있는 프라이빗한 힐링의 공간이다. 숙소 내부 곳곳에 놓인 자개장이 한국의 전통적인 미를 뽐낸다. 공기놀이, 윷놀이, 미니오락기 등 다양한 게임이 준비되어있다. 또한, 빔프로젝터로 0TT 시청이 가능하다.",Accommodation
경기도,의성시,교동외갓집,https://data.visitkorea.or.kr/page/2629550,"교동외갓집은 전주한옥마을에 자리한 한옥 펜션으로, 2인실부터 최대 6인실까지 총 5개의 객실을 운영한다. 객실은 모두 온돌룸이고, TV, 냉장고, 에어컨 및 개별 화장실을 갖춰 숙박의 편의성을 높였다. 알록달록한 비단금침은 옛스러움을 더해준다. 전동성당, 경기전, 전주향교, 남천교 등이 인근에 있어 편리하게 여행할 수 있다.",Accommodation
전라북도,세부 지역 미상,객리당,https://data.visitkorea.or.kr/page/3102050,"전주 객리단길 근처에 위치한 객리당은 객지에서 편안하게 머무는 공간이라는 의미의 신축 독채 한옥 숙소다. 깔끔하고 멋스러운 한옥 외관과 품격있는 실내 공간이 숙박객에게 진정한 휴식을 제공한다. 한옥은 시몬스 침대가 있는 침실 1개, 120인지 빔프로젝터가 있는 거실, 주방, 다도 공간, 화장실 2개로 구성되어 있다. 실내에 자쿠지가 있어 천연솔트입욕제를 녹인 물에 들어가 하루의 피로를 풀기에 좋다. 조식으로 빵이 제공된다.",Accommodation
경상북도,안동시,닿다 개울가애,https://data.visitkorea.or.kr/page/3102077,"경상북도 안동에 위치한 닿다 개울가에는 1960년대에 지어진 오래된 한옥 다시금 살아숨쉬게 만든 독채 한옥 스테이다. 입구를 들어서면 마당에 흐르는 개울가에서 쪼르르 흐르는 물소리가 손님을 반긴다. 한옥은 침실, 거실, 주방, 욕실, 작은 루프탑 및 실내 자쿠지로 구성되어 있다. 루프탑에서 보는 한옥 기와와 맑은 하늘은 낭만을 선물하고, 마당의 개울을 보며 하는 자쿠지에서의 따뜻한 입욕은 하루의 피로를 말끔히 풀어준다.",Place
강원특별자치도,강릉시,너레바우,https://data.visitkorea.or.kr/page/3101948,"강원도 강릉 너레바우는 73년 된 한옥을 1년 4개월 동안 셀프 리모델링한 독채 스테이다. 옛것을 최대한 활용하여 한옥의 정취는 그대로 보존하였고, 실내는 현대식 감성을 담은 인터리어로 예쁜 식물과 아기자기한 소품을 더해 정성스레 꾸몄다. 실내는 온돌방과 욕조가 있는 침대방, 화장실 2개, 거실, 주방, 툇마루로 구성되어 있다. 방 창문과 툇마루에서 보는 마당 정원이 운치를 더해준다. 조식으로 샌드위치와 음료를 제공한다.",Place
경상북도,경주시,석등있는집 경주한옥숙소,https://data.visitkorea.or.kr/page/3101953,"석등있는 집 경주한옥숙소는 200년의 세월이 깃든 전통한옥을 살려 게스트하우스로 운영하고 있는 곳이다. 350살이 넘은 모과나무와 천년의 세월이 깃든 교동 석등이 있어 경상북도 문화재자로 10호로 지정되어 있다. 객실은 총 8개로, 객실마다 화장실이 있고 방과 화장실이 현대식으로 되어 있어 이용에 편리하다. 조식은 없지만 전통찻집도 같이 운영해 아침에 차를 제공한다. 조명이 켜진 밤 풍경의 벗삼아 숙소에서 담 너머 월정교 야경도 감상할 수 있다.",Accommodation
충청북도,청주시,한옥스테이 연,https://data.visitkorea.or.kr/page/3101960,"충북 청주시 오창읍 미래지 테마공원에 위치한 한옥스테이 연은 조용한 자연환경 속에서 전통의 아름다움과 한옥의 평온한 휴식과 운치를 즐길 수 있는 독채 공간이다. 실내는 누마루가 붙어 있는 큰방, 아늑한 둘만의 공간이 작은방, 뷰가 아름다운 온돌방, 널찍한 거실 및 부엌, 화장실 2개로 구성되어 있다. 누마루에서 감상하는 마당 풍경은 힐링 그자체이다. 또한 자쿠지에서의 시간은 하루의 고단함을 달래준다. 바베큐도 가능하다.",Place
지역 미상,세부 지역 미상,불국사한옥동오당,https://data.visitkorea.or.kr/page/3101970,"불국사 도보 5분거리에 위치한 불국사한옥동오당은 넓은 주차장, 깨끗하고 조용한 환경, 카페 같은 공용주방, 친절한 서비스, 돌담과 책담이 있는 넓은 잔디마당, 주인이 직접 그린 그림과 서각, 그리고 토우인형 등으로 아름답게 꾸며진 숙소이다. 총 3개의 객실 운영(방,거실,화장실,누마루)중이며 공용주방과 별도의 바비큐 시설을 갖추고 있는 감성숙소이다.",Accommodation
지역 미상,경주시,경주 황리단길 한옥 독채 풀빌라 무와,https://data.visitkorea.or.kr/page/3102068,"하루 한 가족만을 위한 경주 황리단길 한옥 독채 풀빌라 무원, 전통적인 가옥을 느낄 수 있는 숙소다. 개인 수양장, 스파를 이용할 수 있다. 최대8인까지 이용할 수 있으며, 거실1, 방5로 이루어진 개방감 있는 공간이다.",Accommodation
지역 미상,경주시,온새미한옥,https://data.visitkorea.or.kr/page/3102067,"경주 황리단길 주택가에 자리한 온새미한옥은 1971년도에 지어진 한옥을 현대적으로 재해석한 독채 한옥스테이다. 실내는 침실 1, 거실, 욕실, 부엌으로 구성되어 있고, 실외는 마당과 야외 자쿠지가 자리하고 있다. 자쿠지는 온/냉수 사용이 가능해 반신욕 또는 족욕으로 하루의 피로를 풀 수 있다. 스탠바이미, 스타일러, 일리커피, 다이슨드라이기 등이 있어 숙박의 편의성을 높였다. 웰컴와인과 조식으로 빵과 과일이 제공된다.",Place
경상북도,안동시,토닥토닥한옥스테이,https://data.visitkorea.or.kr/page/3102075,"안동 시내에 위치한 토닥토닥한옥스테이는 입구부터 감성이 가득한 숙소로, 큼지막한 마당과 시원한 창문이 숙박객을 반갑게 맞아준다. 아늑하고 포근한 침실 2개와 욕조가 있는 화장실, 캠핑 감성이 가득한 거실, 깔끔한 주방이 인상적이다. 야외에는 다이닝룸과 빨래방, 옥상이 있는 별도 건물이 있다. 밤에는 마당에서 불멍을 하거나 마당 한켠에 있는 족욕 공간에서 따뜻한 족욕을 하면서 함께한 이들과 도란도란 추억을 나눌 수 있다.",Accommodation
전라북도,세부 지역 미상,공유한옥,https://data.visitkorea.or.kr/page/3101968,"전라북도 완주에 위치한 공유한옥은 일상생활에서 벗어나 온전한 쉼을 찾고자 하는 여행객을 위해 독채로 운영되는 한옥게스트하우스다. 전통한옥이지만 트랜디한 인테리어로 감성을 더한 편안함을 선사한다. 내부는 방 3개, 거실, 화장실 2개, 주방으로 구성되어 있고, 야외에는 바베큐장이 있다. 커다란 욕조가 있어 반신욕이나 수영을 즐길 수 있다. 최대 8인까지 이용 가능한만큼 내부 공간이 널찍하고, 주차공간도 넉넉하다.",Accommodation
강원특별자치도,횡성시,온양가,https://data.visitkorea.or.kr/page/3102086,"강원도 횡성 1호 한옥스테이 온양가는 깨끗한 자연 속 쉼과 치유의 에너지가 가득한 공간으로, 옛 한옥을 리모델링하여 편의성을 높였다. 방 2개, 화장실 2개, 거실, 주방 구조로 최대 7인까지 묵을 수 있다. 아침마다 온갖 새소리에 잠을 깨고 밤에는 쏟아지는 별빛을 감상할 수 있다. 편백욕조에서 사우나를 하며 피로를 풀 수 있고, 넓은 잔디밭에서 전통놀이도 즐길 수 있다. 여름에는 숙소 바로 앞 청정 개울에서 물놀이를 할 수 있다.",Accommodation
지역 미상,경주시,화랑루,https://data.visitkorea.or.kr/page/3106613,"경주 포석로에 위치한 화랑루는 그림같은 전망과 탁 트인 잔디마당, 툇마루가 힐링을 가져다주는 신축 한옥스테이다. 객실은 천마총룸, 안압지룸, 월정교룸, 분황사룸, 불국사룸, 석굴암룸, 첨성대룸 총 7개로, 모든 객실은 방, 파우더룸, 화장실로 구성되어 있고 트인 전망을 자랑한다. 조식으로 토스트와 제철과일, 샐러드, 구운계란, 음료를 제공한다. 주차장이 넓고, 황리단길, 첨성대,동궁과월지 등 주요 명소가 차량 7분 이내 거리에 있다.",Place
지역 미상,경주시,라연재,https://data.visitkorea.or.kr/page/3102030,"경주 황리단길에 위치한 라연재는 오직 한팀만을 위한 한옥 독채 숙소다. 방 3개, 화장실, 너른 거실, 부엌, 누마루로 구성되어 있고 최대 10인까지 묵을 수 있다. 침대방, 다도방 및 욕조 창문을 통해 보이는 초록빛 뷰는 힐링을 선사한다. 주방과 연결된 누마루에는 책과 운동기구가 있어 여유를 즐기기에도 좋다. 야외에서 전기그릴 바베큐가 가능하다. 주차는 넓은 마당 또는 월정교 공영주차장에 하면된다.",Accommodation
경상북도,안동시,마뜰애,https://data.visitkorea.or.kr/page/3102028,"경상북도 안동시 용상동(마뜰)에 위치한 마뜰애는 용이 승천한다는 뜻과 고즈넉한 분위기가 가득 담긴 한옥 독채 공간이다. 내부는 침대방과 온돌방, 주방, 거실, 화장실 2개로 구성되어 있고, 블루투스 LP판, 일리커피포트, 마샬스피커 등 전자제품이 비치되어 있어 편리함을 더한다. 실내 자쿠지에서는 족욕이나 반신욕을 즐기며 여행의 피로를 풀기에도 좋고, 야외 바베큐장에서 바비큐를 하며 맛있는 음식을 즐기기에도 좋다.",Restaurant
전라북도,세부 지역 미상,온정여관,https://data.visitkorea.or.kr/page/3101925,"전라북도 남원에 위치한 온정여관은 집으로 가는 골목, 느긋하고 안온한 쉼을 테마로 한옥 두 채를 현대적으로 해석하여 재건축한 곳으로, 안채, 별채, 사랑채 총 3개의 독채 펜션이 한곳에 어우러져 있다. 그 중 사랑채는 침실, 거실 겸 주방, 욕실, 앞마당으로 구성되어 있다. 실내 자쿠지에서 마당을 바라보며 취하는 휴식은 일품이다. 캠핑체어가 있어 마당에서 차를 마시기에도 좋다. 도보로 광한루, 예촌 등 명소를 방문할 수 있다.",Accommodation
경상북도,광명시,킴스하우스 안동,https://data.visitkorea.or.kr/page/3101950,"경상북도 안동시 안기동에 위치한 킴스하우스 안동은 전통한옥의 고즈넉함과 현대적 편리함을 더한 독채 한옥스테이다. 실내는 큰 방, 작은 방, 주방, 거실, 욕실로 구성되어 있고, 실내 취사는 불가하지만 토스터기, 전자레인지, 커피포트, 냉장고가 있어 간단한 식사는 가능하다.시내권에 있어 차로 15분 내에 안동 주요 관광명소에 도달할 수 있다. 주차는 주변 무료 주차장을 이용하면 된다.합리적인 가격으로 가성비가 좋다.",Place
지역 미상,세부 지역 미상,세렌디피아,https://data.visitkorea.or.kr/page/3105335,"세렌디피아는 마치 스페인 어느 휴양지에 온듯한 경험과 사막에서 오아시스를 발견한 기쁨을 느낄 수 있는 한옥이다. 불멍 테이불과 온수 자쿠지가 갖춰진 객실에서 완온한 휴식을 즐길 수 있다. 정수기, 다도세트, OTT가 가능한 빔프로젝터, 블루투스 스피커가 준비된 완벽한 객실이다. 한옥의 전통과 세련된 인테리어를 즐길 수 있다.",Place
전라북도,세부 지역 미상,리스테이 남원,https://data.visitkorea.or.kr/page/3101959,"전라북도 남원에 위치한 리스테이 남원은 130년 된 한옥을 감성적인 실내 인테리어로 재생한 한옥 힐링공간이다. 본관과 별관이 있는데, 본관은 침실, 주방 겸 거실, 욕실로 구성되어 있다 욕조가 있어 반신욕을 하며 힐링을 하기에 좋고, 주방 겸 거실 통창으로 보이는 마당은 자연의 여유로움을 가져다준다. 애견 동반이 가능해 반려동물과 힐링하러 오기에 좋다. 일몰 후 조명이 켜진 마당에서 하는 불멍(유료)은 또다른 추억을 쌀아준다.",Place
경기도,용인시,고기리 다온스테이,https://data.visitkorea.or.kr/page/3101964,"경기도 용인 고기리에 위치한 고기리 다온스테이는 단정하고 한적한 기운이 가득한 한옥 풀빌라 공간이다. 전통 한옥의 정갈함과 멋스러움은 지키면서도 편안히 머무를 수 있도록 현대적 공간으로 디자인하였다. 한옥은 방 3개, 욕실 2개, 테라스, 수영장, 스파, 건식사우나, 야외데크로 구성되어 있다. 야외데크에는 모래사장이 있어 아이들이 놀기에 좋다. 보드게임, 빔프젝트, 노래방 기기도 있어 이곳에서의 시간을 즐길 수 있다.",Place
전라남도,세부 지역 미상,풍경의 아침,https://data.visitkorea.or.kr/page/3102033,"전라남도 장성군 북하면에 위치한 풍경의 아침은 산으로 돌러쌓인 독채 한옥 펜션으로, 자연 속 평화로움과 한옥의 아름다움을 동시에 느낄 수 있는 공간이다. 숙소는 침실룸과 온돌룸, 거실, 주방, 화장실로 구성되어 있고, 야외에는 넓은 잔디마당과 예쁜 꽃밭, 장독대, 온실이 있어 구경하는 재미가 쏠쏠하다. 미리 예약을 하면 장작불에 구운 가마솥 토종닭백숙을 먹을 수 있다. 내장산과 백양사가 가까워 단풍놀이를 즐기러 가기에 좋다.",Accommodation
지역 미상,경주시,알천스테이 한옥커플가족독채펜션,https://data.visitkorea.or.kr/page/3102074,"선덕여왕의 향기가 스며들어 있는 경주 분황사 앞에 위치한 알천스테이는 하루 한팀만 이용하는 신축 한옥 독채 공간이다. 한옥은 최고급 침구가 있는 침실, 거실, 주방 및 포토존, 욕실로 구성되어 있다. 실내에 자쿠지가 있어 고급입욕제를 녹인 물에 들어가 하루의 피로를 풀기에 좋고, 야외데크에서는 자이글을 이용해 바베큐를 할 수 있다. 분황사까지 도보 3분이 걸리고, 황룡사역사문화관과 동굴과월지 등도 도보 15분 이내로 걸린다.",Accommodation
충청남도,금산시,한옥스테이 여백,https://data.visitkorea.or.kr/page/3101962,"충청남도 금산에 위치한 한옥스테이 여백은 대지 153평에 있는 프리미엄 독채 한옥 숙소로, 금산군 최초로 금산군청에 정신으로 등록되어 있다. 한옥은 침실, 거실, 주방, 화장실로 구성되어 있고, 앞마당에는 관리동과 바베큐 데크 및 정원이 있다. 돗자리 피크닉, 자전거 타고 동네 한바퀴, 다도, 보드게임, 바베큐 및 불멍을 하며 여유로운 쉼을 누릴 수 있고, 애견동반이 가능해 반려견과 뛰어놀며 추억을 쌓기에도 좋다.",Accommodation
대구광역시,의성시,퍼센트 게스트하우스,https://data.visitkorea.or.kr/page/3102208,"대구 중구에 위치한 퍼센트게스트하우스는 도심 속에서 옛 한옥의 미를 느낄 수 있는 공간이다. 마당은 미니 정원과 돌담으로 옛 정취를 살렸고, 실내는 서까래와 대들보를 원형 느낌 그대로 유지하였다. 객실은 총 4개로, 본채와 별채에 각각 2개씩 있다. 모든 객실은 온돌로 구성되었고 화장실을 갖춰 편의성을 높였다. 공용거실 및 주방은 본채에 있다. 인근에 김광성다시그리기길 골목이 있어 밤 풍경을 즐기기에 제격이다.",Accommodation
경상북도,안동시,잔잔하루,https://data.visitkorea.or.kr/page/3101955,"잔잔하루는 안동 태화동의 조용한 마을 내에 있는 독채 한옥숙소로, 바람에 따라 들려오는 풍경소리가 환영인사를 해준다. 실내는 방 1개, 거실, 주방, 욕실로 구성되어 있는데, 화이트와 월넛 원목의 조화가 깔끔하면서도 차분한 분위기를 자아낸다. 실내 취사는 불가능지만, 조식으로 트스트와 사과즙을 제공한다. 욕실 옆에는 족욕 공간이 있는데 마당을 바라보며 자연을 벗삼아 하는 족욕이 일품이다. 마당 불멍도 추억을 그려준다.",Accommodation
전라남도,세부 지역 미상,소산당,https://data.visitkorea.or.kr/page/3102031,"전라남도 구례 운조루 한옥마을 가장 안쪽에 위치한 소산당은 누마루가 있는 멋진 독채 한옥 민박이다. 건물 뒤쪽에 지리산과 나무들이 자리잡고 있고, 지대 또한 살짝 높아 공기가 맑고 시원하다. 내부는 거실, 주방, 방3개, 화장실로 구성되어 있고, 거실에 있는 난로가 옛 추억을 불러오며 따뜻함을 더해준다. 누마루 앉아 바라보는 맑은 하늘과 드넓게 펼쳐진 산 풍경이 일품이다, 지리산 치유의 숲을 산책하며 마음 재충전을 할 수 있다.",Place
경기도,의성시,한옥마을숙박 가인당,https://data.visitkorea.or.kr/page/3102212,"전주한옥마을에 위치한 한옥마을숙박 가인당은 70년 된 목조주택을 서까래 뼈대만 살리고 황토로 전면 리모델링한 공간이다. 경기전길 중심에 있어서 도보 5분 이내 거리에 전동성당, 경기전, 금토야시장, 향교, 오목대 등 있어 지리적 접근성이 뛰어나다. 총 12개의 객실이 있고, 객실마다 개별욕실을 갖춰 편의성을 높였다. 새하얗고 두툼한 무명이불은 따뜻하고 포근한 잠자리를 선물한다. 조식으로 가래떡과 원두커피, 차를 제공한다.",Shopping
경상북도,칠곡시,한옥스테이 봄날,https://data.visitkorea.or.kr/page/3102102,"경상북도 칠곡에 위치한 한옥스테이 봄날은 황토, 압축볏집, 편백나무 등으로 건축한 독채 한옥이다. 숙소는 넓은 마당과 본채, 별채로 구성되어 있는데, 본채는 시몬스 침대방과 목화솜 침굴가 있는 구들장 온돌방, 누각, 거실, 현대식 화장실과 주방으로 구성되어 있고, 별채에는 온돌방 2개가 있다.솥뚜껑 바베큐를 할 수 있고, 카페와 노래방 기기도 이용 가능하다. 숙소 뒤편 산책로를 올라가면 천년 된 은행나무를 만나볼 수 있다.",Accommodation
서울특별시,세부 지역 미상,비바라비다,https://data.visitkorea.or.kr/page/3101911,"비바라비다 인생만세는 서울 종로구 창덕궁 바로 앞에 위치한 감성 한옥 게스트하우스로, 오직 한 팀만을 위해 독채로 운영된다. 숙소는 침실 2개, 주방, 마당, 테라스, 외부 화장실로 구성되어 있고, 마당의 풀숲은 하루의 피로를 풀어주는 힐링 스팟이 되어 준다. 웰컴 드링크로 와인을 제공하고 다도도 세팅되어 있으며 우동도 제공한다. 창경궁, 창덕궁, 종묘가 도보거리에 있고, 북촌한옥마을, 광장시장 등 주요 관광지도 인접해있다.",Accommodation
강원특별자치도,춘천시,스테이 물결,https://data.visitkorea.or.kr/page/3102069,"스테이물결은 강원도 춘천시 효자동 도심 속에 위치한 한옥 스테이로, 오직 하루에 한 팀만을 위한 공간이다. 실내는 시몬스 침대가 있는 방 2개, 화장실 1개, 주방, 거실, 자쿠지로 구성되어 있고, 야외에는 마당과 툇마루가 있다. 햇살 좋은 날 툇마루에 앉아 차를 마시며 여유를 즐길 수 있고, 저녁엔 불멍을 하면서 추억을 쌓는 소중한 시간을 가질 수 있다. 아기 동반 가족을 위해 아기침대, 식기, 분유포트 등 아기용품도 준비되어 있다.",Place
서울특별시,세부 지역 미상,무아기와,https://data.visitkorea.or.kr/page/3102032,"서울 동대문구에 위치한 무아기와는 도심 속에 위치한 43평의 단독주택으로, 기와지붕이 독특한 분위기를 자아낸다. 내부는 큰방과 작은방, 거실, 주방, 화장실로 이루어져 있는데, 단정하고 깔끔한 인테리어와 소품이 여행객의 눈길을 사로잡는다. 별채에는 욕조가 있어 반신욕을 하며 여행의 피로를 풀기에 좋다. 날씨가 좋은 날에는 마당의 테이블에서는 차를 마시며 담소를 나누기를 추천한다.",Place
경상북도,안동시,구공스테이 태화,https://data.visitkorea.or.kr/page/3101952,"경상북도 안동시 태화동의 작은 골목에 위치한 구공스테이 태화는 1980년대에 지어진 한옥을 리모델링한 도심형 한옥 독채로, 침실, 주방, 거실, 화장실, 욕실, 마당으로 구성되어 있다. 메인 공간인 거실에는 피로를 풀 수 있는 족욕탕과 빔프로젝트가 마련되어 있다. 거실 뒤편의 큰 창으로 자연풍경이 한눈에 들어와 자연의 여유를 즐길 수 있다. 앞마당엔 화이트 톤의 테이블과 캠핑의자를 비치해 특별하고 의미있는 시간을 즐길 수 있다.",Leisure
지역 미상,세부 지역 미상,한옥펜션 수수헌,https://data.visitkorea.or.kr/page/3101954,"한옥펜션 수수헌은 백제의 고도 익산 금아에 위치한 독채 한옥 펜션으로, 150평 대지에 지은 신축한옥이다. 실내는 온돌방, 침대방, 전통구들방, 화장실 3개, 넓은 거실, 다락방, 주방, 세탁실, 누마루로 구성되어 있고, 야외에는 시원한 마당과 정원이 있다. 공간이 넓어 가족모임, 동호회, 직장워크숍 장소로도 손색없다. 미륵사지, 익산박물관, 왕궁리유적지 등이 5분 거리에 있고, 인근에 편의점, 식당 등이 있어 이용에 편리하다.",Accommodation
강원특별자치도,세부 지역 미상,영진한옥애풀빌라,https://data.visitkorea.or.kr/page/3102078,"영진한옥애풀빌라는 강원도 주문진 영진항에 위치한 독채 한옥 펜션으로, 고즈넉한 정통 한옥에서 바닷바람에 사각대는 대나무 소리를 들으며 온전히 나만의 시간과 함께 힐링할 수 있는 아름다운 공간이다. 객실은 본채와 별채로 구성되는데, 본채는 온돌방, 침대방, 화장실 2, 거실, 주방, 프라이빗스파로 구성되어 있고, 별채는 침대방, 맥반석온돌방, 화장실, 수영장으로 구성되어 있다. 개별 바베큐장도 따로 마련되어 있다.",Accommodation
경상북도,안동시,소소담 스테이,https://data.visitkorea.or.kr/page/3105332,"경상북도 안동에 위치한 소소담스테이는 고즈넉한 한옥으로, 시원한 통창과 감성 인테리어가 매력적인 공간이다. 침실과 거실, 주방, 다도 공간, 화장실, 마당으로 구성되어 있고, 빔프로젝터, TV, 음악 감상용 마샬 스피커 등이 비치되어 있어 즐길거리도 풍부했다. 웰컴와인이 제공되고 조식으로는 크루와상 생지가 준비되어 있다. 마당에 불멍과 족욕공간이 있어 볓빛을 벗삼아 물멍, 불멍하며 힐링 시간을 가질 수 있다.",Place
지역 미상,경주시,소여정,https://data.visitkorea.or.kr/page/3102108,"경주 황오동에 위치한 소여정은 50년 된 구옥을 리모델링한 프라이빗 한옥 숙소다. 돌담의 대문을 들어서면 단아한 정원이 한눈에 들어온다. 내부에는 불멍과 자쿠지 입욕, 스크린과 레이저빔으로 영상 시청이 가능한 거실, 퀸 사이즈 베드 2개와 한지 섬유 침구류를 갖춘 침실, 문지방 안에 있는 프라이빗 바, 화장실과 욕실로 구성되었다. 대릉원, 황리단길, 첨성대, 동궁과월지 등 주요 관광지가 도보 15분 거리에 있어 여행이 편리하다.",Accommodation
서울특별시,세부 지역 미상,은평한옥마을 인휴당,https://data.visitkorea.or.kr/page/3102071,"서울 북한산 아래 은평한옥마을 단지 내에 위치한 인휴당은 신축 한독 독채 스테이로, 최대 30명까지 숙박이 가능하여 기업행사, 대가족 행사, 칠순잔치, 돌잔치, 해외바이어 초청 파티 등의 장소로 많이 이용한다. 인휴당은 지하 1층, 1층, 2층으로 구성되어 있는데, 1층에는 방, 누마루, 거실, 주방이 있고, 2층에는 방 2개와 거실, 화장실이 있다. 2층은 높이가 높아 탁 트인 뷰를 자랑한다. 지하에는 주방, 미니 노래방, 화장실이 있어 크고 작은 행사를 진행할 수 있다.",Festival
전라남도,세부 지역 미상,죽록정사,https://data.visitkorea.or.kr/page/3101956,"전라남도 구례군에 위치한 죽록정사는 대나무 숲길, 수백년 수령의 동백나무, 팽나무, 죽로차 군락을 배경으로 하는 한옥스테이다. 객실은 총 3개로, 전통한옥인 애연루, 리모델링 한옥인 사랑채, 솟을대문 문간방인 행랑채로 구성되어 있다. 각 객실마다 화장실이 있고, 애연루에는 구들온돌과 다실, 야외욕조, 불멍 공간이, 사랑채에는 온돌방과 실내욕조, 불멍 공간이 있으며, 행랑채에는 실내욕조가 있다. 지리산 노고단, 화엄사 등 지리산과 구례 여행지가 가까워 여행하기에도 좋다.",Place
지역 미상,강릉시,고현,https://data.visitkorea.or.kr/page/3102105,"강릉 구도심 홍제동에 위치한 고현은 층층이 겹쳐진 빛 바랜 기와, 담장 너머 고개를 내민 풀꽃이 다정한 인사를 건네는 독채 한옥스테이다. 80여 년의 시간을 견디며 한껏 단단해진 목재를 정성스러운 손길로 세우고 현대의 미감과 고서와 도자기, 조선시대 고가구, 고려시대 청자, 신라시대 토기 등으로 공간을 완성하였다. 숙소는 거실, 다이닝룸, 침실, 욕실 및 욕조와 마당으로 구성되었다. 웰컴 과일, 안식거리, 컵라면 등을 제공한다.",Accommodation
